1,262,1,Spawn Point (Only GM can see it)
3,987,6,食腐者
6,10913,7,狗頭人惡黨
29,25275,7,坎瑞薩德
30,382,1,森林蜘蛛
36,367,9,麥田魔像
38,5035,7,迪菲亞暴徒
40,373,7,狗頭人礦工
43,368,1,礦坑蜘蛛
46,441,7,魚人強奪者
48,200,6,骷髏戰士
54,1287,7,科瑞娜·斯蒂利
60,2153,7,陷捕者魯克拉爾
61,3341,7,索羅斯·萊特芬格
66,1298,7,薩瑞恩·博丁
68,3167,7,暴風城衛兵
69,604,1,森林狼
74,1289,7,庫蘭·斯蒂利
78,3275,7,亞努斯·哈默納克
79,774,7,監工納爾格
80,365,7,狗頭人苦力
89,169,3,煉獄火
92,171,4,石元素
94,2361,7,迪菲亞小偷
95,4418,7,迪菲亞走私者
97,10791,7,矮小的河爪豺狼人
98,376,7,河爪監工
99,3320,7,狡猾的莫加尼
100,175,7,格拉夫·疾齒
103,2073,7,加瑞克·護足
113,503,1,石牙野豬
114,378,9,看守傀儡
115,379,9,收割傀儡
116,2357,7,迪菲亞強盜
117,175,7,河爪豺狼人
118,11415,1,覓食的灰狼
119,381,1,長鼻野豬
121,2336,7,迪菲亞巡路者
122,2342,7,迪菲亞路霸
123,383,7,混血河爪豺狼人
124,384,7,河爪蠻卒
125,10790,7,河爪監督者
126,983,7,灘行魚人
127,1995,7,獵潮魚人
151,1292,7,布洛葛·哈姆菲斯特
152,3277,7,丹尼爾修士
153,14947,7,貝絲娜
154,1105,1,大碎屍鳥
157,3027,1,血牙野豬
167,1844,7,摩漢·銅喉
171,1305,7,魚人戰士
190,3276,7,德爾莫特·約翰斯
193,196,2,藍色龍裔
196,3251,7,伊根·派特斯金納
197,1859,7,治安官瑪克布萊德
198,5001,7,凱爾登·布雷門
199,410,1,小碎屍鳥
202,9786,6,恐怖骷髏
203,9783,6,骷髏法師
205,736,7,夜行黑暗狼人
206,522,7,夜行邪齒狼人
210,570,6,噬骨者
212,610,7,裂拳戰士
213,801,1,飢餓的恐狼
215,4276,7,迪菲亞夜行者
217,955,1,結網毒蜘蛛
218,4275,7,盜墓者
222,1845,7,尼爾倫·安德瑪
223,10619,7,丹·戈薩斯
225,4331,7,加文·納爾特里
226,4332,7,莫格·納爾特里
227,4340,7,瑪貝爾·索拉什
228,4334,7,艾瓦特·菲爾伍德
232,3614,7,農夫雷恩
233,1943,7,農夫薩丁
234,1690,7,格里安·斯托曼
235,1691,7,薩爾瑪·薩丁
237,1944,7,農夫法布隆
238,1692,7,弗娜·法布隆
239,3265,7,葛林布茲·雷酒
240,1985,7,治安官杜漢
241,3254,7,雷米
244,3330,7,斯通菲爾德媽媽
246,3329,7,波尼斯·斯通菲爾德姑媽
247,221,7,比利·馬科倫
248,2959,7,斯通菲爾德老奶奶
250,3327,7,馬科倫老爹
251,3323,7,梅貝爾·馬科倫
252,3331,7,湯米·喬·斯通菲爾德
253,5038,7,威廉·匹斯特
255,3324,7,傑勒德·提勒
257,10912,7,狗頭人勞工
258,3328,7,喬舒·馬科倫
261,1984,7,衛兵湯瑪斯
263,4321,7,艾爾羅·埃伯洛克領主
264,4322,7,指揮官奧爾希雅·埃伯洛克
265,4323,7,艾娃夫人
266,1741,7,黑衣威利
267,1720,7,書記員達爾塔
268,4324,7,希拉·沃寧迪
269,4309,7,羅爾·德魯格爾
270,1724,7,議員米爾斯泰普
271,1713,7,拜瑞巴克大使
272,1715,7,廚師格魯奧
273,1731,7,旅店老闆史密茲
274,5039,7,酒吧老闆漢恩
275,1734,7,維特·沃特瑪
276,4326,7,維克托·安特拉斯
277,1433,7,羅伯特·奧布斯
278,3268,7,薩拉·迪博雷恩
279,5082,7,摩根·匹斯特
284,2404,1,棕馬
285,617,7,魚人
288,4325,7,基特斯
289,4328,7,亞伯克隆比
294,1689,7,治安官哈迦德
295,1291,7,旅店老闆法雷
297,1756,7,管理員弗索姆
299,447,1,幼狼
300,655,7,札克烏爾
302,915,6,盲眼瑪麗
304,2346,3,惡魔戰馬
307,2409,1,雜色馬
308,2402,1,黑馬
311,4327,7,斯溫·猶根
313,3348,7,塞歐克瑞圖斯
314,10487,6,伊莉莎
315,1562,6,斯塔文·密斯特曼托
325,4320,7,霍根·費倫斯
327,2299,7,金牙
328,1294,7,札爾迪瑪·維夫希爾特
329,453,4,土元素
330,8871,1,公主
331,1484,7,瑪姬諾·仲馬
332,1736,7,馬迪亞斯·肖爾
334,6050,7,加塞爾佐格
335,497,2,森格
338,5080,7,馬森·馬克納迪爾
340,5728,7,肯多爾·卡邦卡
341,1748,7,工頭奧斯洛
342,1743,7,瑪蒂·詹羅斯
343,3377,7,廚師布雷納
344,1753,7,所羅門鎮長
345,703,1,貝利格拉布
346,3370,7,酒吧老闆丹尼爾
347,15099,7,格里茲爾·半鬃
348,3359,7,澤姆·里瓦爾德
349,1826,7,基沙恩下士
352,5128,7,杜加爾·朗德瑞克
353,14944,7,安東尼奧斯·達特
356,207,1,黑狼
358,247,1,森林狼
372,8089,7,卡姆·鐵翎
374,4287,7,考格·旋軸
375,3344,7,女牧師安妮塔
376,1495,7,高階牧師勞瑞娜
377,1295,7,女牧師潔塞塔
379,3367,7,達希
381,3360,7,碼頭管理員巴倫
382,3454,7,治安官馬瑞斯
383,3273,7,傑生·瑪瑟斯
384,3270,7,凱蒂·亨特
385,229,8,馬
390,377,1,隨行小豬
391,5243,7,老瞎眼
392,1279,6,葛瑞森船長
395,262,7,瑪庫斯
397,3383,7,莫甘斯
412,1693,6,縫合怪
415,3358,7,弗納·奧斯古
416,4449,3,小鬼
417,850,3,惡魔獵犬
422,506,7,魚人食腐者
423,487,7,混血赤脊山豺狼人
424,551,7,赤脊山偷獵者
426,500,7,赤脊山蠻卒
428,490,1,恐鷲
429,491,7,影皮巫師
430,10789,7,赤脊山秘法師
431,493,7,影皮殺手
432,1887,7,影皮蠻卒
433,275,7,影皮豺狼人
434,275,7,瘋狂的影皮豺狼人
435,6044,7,黑石勇士
436,6039,7,黑石暗影施法者
437,6037,7,黑石叛節者
440,6033,7,黑石蠻兵
441,387,2,小黑色幼龍
442,366,1,狼蛛
445,609,7,赤脊山突擊隊員
446,609,7,赤脊山猛擊者
448,384,7,霍格
449,2344,7,迪菲亞拳匪
450,4420,7,迪菲亞叛節法師
452,383,7,河爪強盜
453,502,7,河爪秘法師
454,8871,1,幼年血牙野豬
456,486,7,魚人小神諭者
458,757,7,打獵魚人
459,3345,7,杜希拉·拉薩雷
460,1930,7,阿拉瑪爾·格里姆
461,1469,7,德米賽特·克勞斯
462,507,1,烏爾圖斯
464,2150,7,衛兵派克
465,3266,7,酒吧老闆杜賓斯
466,1688,7,馬庫斯·喬納森將軍
467,2311,7,迪菲亞叛徒
468,4310,7,城鎮公告員
469,2593,7,多倫中尉
471,2541,1,母蜘蛛
472,175,7,費德菲尼爾
473,2074,7,收貨人摩根
474,2359,7,迪菲亞流浪巫師
475,139,7,狗頭人隧道工
476,163,7,狗頭人地卜師
478,512,7,河爪豺狼人前鋒
480,514,9,生鏽的麥田魔像
481,2333,7,迪菲亞攔路賊
482,3246,7,伊林·提亞斯
483,5546,7,伊萊恩·提亞斯
485,6034,7,黑石前鋒
486,6043,7,薩瑞爾祖恩
487,2368,7,保衛者比亞倫
488,2371,7,保衛者維沃爾
489,2364,7,保衛者達菲歐德
490,2367,7,保衛者加瑞爾
491,3342,7,軍需官路易斯
494,2379,7,守夜人布克瑞斯
495,2391,7,守夜人基佛
499,2396,7,守夜人派格
500,374,7,河爪斥候
501,413,7,河爪草藥師
502,4422,7,本尼·布蘭科
503,10626,6,瑪拉索姆領主
504,2331,7,迪菲亞陷捕者
505,520,1,巨型狼蛛
506,383,7,利爪隊長
507,11179,7,芬羅斯
510,525,4,水元素
511,828,6,瘋狂的食屍鬼
513,1994,7,撒網魚人
514,1288,7,鐵匠阿格斯
515,441,7,魚人劫掠者
517,1079,7,魚人神諭者
518,488,7,猶勒
519,540,7,斯拉克
520,652,7,布拉克
521,11412,1,魯伯斯
522,21691,6,摩拉迪姆
523,3263,7,托爾
524,389,1,石皮野豬
525,903,1,癩皮狼
531,7550,6,骷髏魔
533,203,7,夜行織影狼人
534,11181,7,奈法魯
539,958,1,小型結網毒蜘蛛
543,12749,7,納雷塞特
544,5243,7,魚人夜行者
545,5293,7,魚人招潮者
547,3035,1,巨型血牙野豬
548,1079,7,魚人小招潮者
550,2312,7,迪菲亞信差
565,802,1,瘋狂的恐狼
568,662,7,影皮戰士
569,2541,1,綠色獨行蛛
570,569,6,食腦者
572,1065,6,萊普利瑟斯
573,548,9,死神4000型
574,963,1,納拉克西斯
575,1405,4,火元素
576,2375,7,守夜人拉迪摩爾
578,391,7,魚人斥候
579,550,7,影皮刺客
580,551,7,赤脊山苦工
582,236,8,老馬布蘭契
583,184,7,迪菲亞伏擊者
584,6041,7,卡松
587,4570,7,血頂戰士
588,4575,7,血頂斥候
589,2338,7,迪菲亞掠取者
590,2340,7,迪菲亞強奪者
594,2323,7,迪菲亞匪徒
595,4574,7,血頂獵人
596,3267,7,被洗腦的貴族
597,4579,7,血頂狂戰士
598,308,7,迪菲亞礦工
599,2355,7,瑪里莎·杜派格
603,10792,7,格瑞圖斯
604,519,6,瘟疫散佈者
615,6040,7,黑石追蹤者
616,821,1,查特
619,2329,7,迪菲亞咒術師
620,304,8,雞
622,7109,7,哥布林工程師
623,11402,6,骷髏礦工
624,10630,6,不死族挖掘者
625,829,6,亡靈爆破者
626,10628,6,工頭希斯耐特
628,741,1,黑色劫毀者
633,1571,7,艾萊尼·卡爾文
634,2316,7,迪菲亞監督者
636,2314,7,迪菲亞黑衣衛兵
639,2029,7,艾德溫·范克里夫
641,7111,7,哥布林木匠
642,1269,9,斯尼德的伐木機
643,7125,7,斯尼德
644,14403,7,拉克佐
645,1305,7,廚師
646,2026,7,重拳先生
647,7113,7,綠皮隊長
656,2363,7,維爾德·薊草
657,2347,7,迪菲亞海賊
658,1362,7,斯登·粗臂
659,589,1,艾伯格蘭德
660,4581,7,血頂巫醫
661,4338,7,喬納森·卡爾文
663,2027,7,卡洛爾
